0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
218.77941125270107,235.18051981540216,55.250875756799005,220.55738976713127,50.35850341326892,86.7327919949338,89.61046214510984,132.13750429704385,107.31861852277336,95.92929153872834,0.0,86.53708017432419,187.75286974175842,74.07622957574732,84.15008745304704,187.86872583236678,86.60498707321496,200.8471022038163,39.848637151788466,91.53015803821111
283.51400488960843,276.59521548155294,131.99653514120365,208.4293937665161,130.96409405212972,152.84109655151917,156.5048147165851,170.90961530543197,159.42754023341612,110.31701015061068,86.53708017432419,0.0,252.73444884779525,142.04579302011405,73.24188796792826,261.27262291769244,157.6153698226489,287.2533052413996,66.54048240286278,130.77491011613458
31.155606247186324,89.75775189504758,132.85603747949085,206.09437493398684,189.73234810658482,102.14075912436624,98.84903527187281,98.33012744707932,94.82704395548714,156.5430209095735,187.75286974175842,252.73444884779525,0.0,114.43661411890895,191.63212716331023,36.076104397993575,101.15472021940629,151.25378155555637,227.5850951666605,125.92692037143878
145.5838855986897,164.50968106442332,22.999593155117005,186.38113144499317,90.2765667496205,12.667641984488181,15.625627347903693,70.60972436505314,39.69851863157096,74.49402044012682,74.07622957574732,142.04579302011405,114.43661411890895,0.0,94.87618378935917,119.27153123847353,15.832553458075756,165.92546098717,113.65896333888126,45.670833193253586
221.17030770490325,204.78006210072303,96.74977021599395,144.21469576257857,133.33500232570023,101.66110994171027,105.33963586036454,101.13944012064835,96.96867228312951,38.29680390281473,84.15008745304704,73.24188796792826,191.63212716331023,94.87618378935917,0.0,206.91988704704985,110.12069185519564,258.87815794342714,98.2374172062729,65.70864883720526
47.54164721295244,124.8904704409738,132.98664129497516,238.7013695927461,180.2005645917403,108.57617589039107,104.86908457626812,123.29986058363156,111.33103842885188,175.05313168033112,187.86872583236678,261.27262291769244,36.076104397993575,119.27153123847353,206.91988704704985,0.0,103.91655529146904,116.37173985516759,227.29294834896473,142.37543556665906
132.1760445000651,157.76227466460145,31.912861634278226,193.2491352817928,95.55755909201396,11.04660769302736,9.32239762910245,72.19607438583365,40.65780183805978,87.34691444811969,86.60498707321496,157.6153698226489,101.15472021940629,15.832553458075756,110.12069185519564,103.91655529146904,0.0,152.6320910891685,126.44679160021512,56.16742608119825
160.958223805886,240.9531699251121,162.60852055893497,335.98210403944483,164.729098414675,163.16442955557096,160.1689581327972,210.9572643984374,185.33499654842294,239.94822994168646,200.8471022038163,287.2533052413996,151.25378155555637,165.92546098717,258.87815794342714,116.37173985516759,152.6320910891685,0.0,231.23879784491476,208.43659193327457
258.62281444718457,272.3758544502765,95.05269175576518,241.94942633084736,68.0410462021469,126.27482034157396,129.25192848557472,167.37237312865648,144.99902682573543,121.74080579852085,39.848637151788466,66.54048240286278,227.5850951666605,113.65896333888126,98.2374172062729,227.29294834896473,126.44679160021512,231.23879784491476,0.0,125.38393726088958
155.6103801344282,148.80331432695382,62.14096008768747,141.8024241049144,124.96460312254673,45.35250689941141,48.267779640491014,42.34855710092908,31.367799043960645,33.27923273257176,91.53015803821111,130.77491011613458,125.92692037143878,45.670833193253586,65.70864883720526,142.37543556665906,56.16742608119825,208.43659193327457,125.38393726088958,0.0
