iteration,current_cost,candidate_cost,best_cost,temperature,feasible
209,2422.4090012995393,2485.478639484195,1085.1319155104015,176.26691330896188,False
210,2413.806267186774,2413.806267186774,1085.1319155104015,175.38557874241707,False
211,2554.857052697412,2554.857052697412,1085.1319155104015,174.50865084870497,False
212,2468.157143272451,2468.157143272451,1085.1319155104015,173.63610759446144,False
213,2446.532043032028,2446.532043032028,1085.1319155104015,172.76792705648913,False
214,2486.684385789314,2486.684385789314,1085.1319155104015,171.90408742120667,False
215,2486.684385789314,2676.73575460633,1085.1319155104015,171.04456698410064,False
216,2444.171585791136,2444.171585791136,1085.1319155104015,170.18934414918013,False
217,2497.6129161773256,2497.6129161773256,1085.1319155104015,169.33839742843423,False
218,2331.2628714941093,2331.2628714941093,1085.1319155104015,168.49170544129205,False
219,2202.1301008539313,2202.1301008539313,1085.1319155104015,167.64924691408558,False
220,2202.1301008539313,2340.7256251092326,1085.1319155104015,166.81100067951516,False
221,2236.3783687715986,2236.3783687715986,1085.1319155104015,165.9769456761176,False
222,2194.4263705401627,2194.4263705401627,1085.1319155104015,165.147060947737,False
223,2177.326702321453,2177.326702321453,1085.1319155104015,164.32132564299832,False
224,2257.344219051331,2257.344219051331,1085.1319155104015,163.49971901478332,False
225,2172.064853528343,2172.064853528343,1085.1319155104015,162.6822204197094,False
226,2023.9596712448815,2023.9596712448815,1085.1319155104015,161.86880931761087,True
227,2023.9596712448815,2169.4362278911117,1085.1319155104015,161.05946527102282,True
228,2023.9596712448815,2350.371979332015,1085.1319155104015,160.2541679446677,False
229,2192.278060670687,2192.278060670687,1085.1319155104015,159.45289710494436,True
230,2023.9596712448815,2023.9596712448815,1085.1319155104015,158.65563261941963,True
231,2133.039648874609,2133.039648874609,1085.1319155104015,157.86235445632255,True
232,2116.0439558497033,2116.0439558497033,1085.1319155104015,157.07304268404093,True
233,2027.264980577449,2027.264980577449,1085.1319155104015,156.28767747062074,True
234,2243.2466395887745,2243.2466395887745,1085.1319155104015,155.50623908326764,False
235,2224.8392427350545,2224.8392427350545,1085.1319155104015,154.7287078878513,False
236,2072.821935661314,2072.821935661314,1085.1319155104015,153.95506434841204,False
237,2072.821935661314,2210.1515422625425,1085.1319155104015,153.18528902666998,False
238,2129.728870115392,2129.728870115392,1085.1319155104015,152.41936258153663,False
239,2108.8724845668894,2108.8724845668894,1085.1319155104015,151.65726576862895,False
240,2108.8724845668894,2309.4585793195915,1085.1319155104015,150.8989794397858,False
241,1974.5904312185462,1974.5904312185462,1085.1319155104015,150.14448454258687,False
242,1940.437160562271,1940.437160562271,1085.1319155104015,149.39376211987394,True
243,2017.6178251558288,2017.6178251558288,1085.1319155104015,148.64679330927456,True
244,1927.164198972667,1927.164198972667,1085.1319155104015,147.9035593427282,True
245,1927.164198972667,2058.5228056478095,1085.1319155104015,147.16404154601454,True
246,1927.164198972667,2017.6178251558288,1085.1319155104015,146.42822133828446,True
247,2009.2285015484906,2009.2285015484906,1085.1319155104015,145.69608023159304,True
248,2034.100403927034,2034.100403927034,1085.1319155104015,144.9675998304351,False
249,1987.1816471671125,1987.1816471671125,1085.1319155104015,144.2427618312829,False
250,1916.0920492396401,1916.0920492396401,1085.1319155104015,143.5215480221265,True
251,1919.3859989521854,1919.3859989521854,1085.1319155104015,142.80394028201587,True
252,1898.986248943304,1898.986248943304,1085.1319155104015,142.0899205806058,True
253,1899.8926166313338,1899.8926166313338,1085.1319155104015,141.37947097770277,True
254,1912.6452444275933,1912.6452444275933,1085.1319155104015,140.67257362281424,True
255,1887.8923864544322,1887.8923864544322,1085.1319155104015,139.96921075470016,True
256,1887.8923864544322,1993.9792508785379,1085.1319155104015,139.26936470092664,True
257,1887.8923864544322,2066.5275978539416,1085.1319155104015,138.57301787742202,True
258,1887.8923864544322,1980.7647804106707,1085.1319155104015,137.8801527880349,True
259,1952.8936742321246,1952.8936742321246,1085.1319155104015,137.19075202409473,True
260,2177.7691231382983,2177.7691231382983,1085.1319155104015,136.50479826397427,False
261,2278.623488828288,2278.623488828288,1085.1319155104015,135.8222742726544,False
262,2364.1504741587064,2364.1504741587064,1085.1319155104015,135.14316290129113,False
263,2365.3962570240897,2365.3962570240897,1085.1319155104015,134.4674470867847,False
264,2301.2792644577708,2301.2792644577708,1085.1319155104015,133.79510985135076,False
265,2309.7742429483255,2309.7742429483255,1085.1319155104015,133.12613430209402,False
266,2363.59355305455,2363.59355305455,1085.1319155104015,132.46050363058353,False
267,2363.59355305455,2553.939726330029,1085.1319155104015,131.7982011124306,False
268,2350.0328118627554,2350.0328118627554,1085.1319155104015,131.13921010686846,False
269,2154.897365614247,2154.897365614247,1085.1319155104015,130.48351405633412,False
270,2154.897365614247,2154.897365614247,1085.1319155104015,129.83109648605245,False
271,2154.897365614247,2189.1237438099683,1085.1319155104015,129.18194100362217,False
272,2082.188154024469,2082.188154024469,1085.1319155104015,128.53603129860406,False
273,2082.188154024469,2197.059311407406,1085.1319155104015,127.89335114211104,False
274,2115.221015432119,2115.221015432119,1085.1319155104015,127.25388438640049,False
275,2187.931408045774,2187.931408045774,1085.1319155104015,126.61761496446849,False
276,2234.9124551073987,2234.9124551073987,1085.1319155104015,125.98452688964615,False
277,2060.7047445810585,2060.7047445810585,1085.1319155104015,125.35460425519791,False
278,2060.7047445810585,2080.6207899847614,1085.1319155104015,124.72783123392192,False
279,2060.7047445810585,2098.775887400525,1085.1319155104015,124.1041920777523,False
280,2112.725690457133,2112.725690457133,1085.1319155104015,123.48367111736354,True
281,2193.575452878881,2193.575452878881,1085.1319155104015,122.86625276177672,True
282,2276.4046525254375,2276.4046525254375,1085.1319155104015,122.25192149796784,True
283,2202.408592933896,2202.408592933896,1085.1319155104015,121.640661890478,True
284,2202.408592933896,2202.408592933896,1085.1319155104015,121.03245858102561,True
285,2202.408592933896,2279.514330776013,1085.1319155104015,120.42729628812047,True
286,2375.2375934877036,2375.2375934877036,1085.1319155104015,119.82515980667986,False
287,2301.0461008327275,2301.0461008327275,1085.1319155104015,119.22603400764646,False
288,2302.8420338850988,2302.8420338850988,1085.1319155104015,118.62990383760823,False
289,2314.131321894492,2314.131321894492,1085.1319155104015,118.03675431842018,False
290,2314.131321894492,2379.384864728281,1085.1319155104015,117.44657054682808,False
291,2352.504379338825,2352.504379338825,1085.1319155104015,116.85933769409394,False
292,2314.7739911390718,2314.7739911390718,1085.1319155104015,116.27504100562346,False
293,2153.0092701653048,2153.0092701653048,1085.1319155104015,115.69366580059534,False
294,2226.5235330632477,2226.5235330632477,1085.1319155104015,115.11519747159237,False
295,2226.5235330632477,2440.71072021954,1085.1319155104015,114.5396214842344,False
296,2098.4321380049496,2098.4321380049496,1085.1319155104015,113.96692337681323,False
297,2098.4321380049496,2256.364916669262,1085.1319155104015,113.39708875992916,False
298,2189.4422739374504,2189.4422739374504,1085.1319155104015,112.83010331612951,False
299,2032.7324882966057,2032.7324882966057,1085.1319155104015,112.26595279954886,True
300,2169.5441978806566,2169.5441978806566,1085.1319155104015,111.70462303555111,False
301,2108.5379858159813,2108.5379858159813,1085.1319155104015,111.14609992037336,False
302,2108.5379858159813,2286.4027119425045,1085.1319155104015,110.5903694207715,False
303,1966.577227946234,1966.577227946234,1085.1319155104015,110.03741757366764,False
304,1966.577227946234,2071.549869195245,1085.1319155104015,109.4872304857993,False
305,1981.7213459230256,1981.7213459230256,1085.1319155104015,108.9397943333703,False
306,1981.7213459230256,2258.6334443137675,1085.1319155104015,108.39509536170345,False
307,2139.5151560625227,2139.5151560625227,1085.1319155104015,107.85311988489494,False
308,2199.512134583759,2199.512134583759,1085.1319155104015,107.31385428547046,False
309,2333.94945147618,2333.94945147618,1085.1319155104015,106.7772850140431,False
310,2265.857439386612,2265.857439386612,1085.1319155104015,106.24339858897288,False
311,2309.1011877358756,2309.1011877358756,1085.1319155104015,105.71218159602802,False
312,2111.6650895188627,2111.6650895188627,1085.1319155104015,105.18362068804788,True
313,2306.2306757950732,2306.2306757950732,1085.1319155104015,104.65770258460765,False
314,2269.5140890415623,2269.5140890415623,1085.1319155104015,104.1344140716846,False
315,2225.8169600275737,2225.8169600275737,1085.1319155104015,103.61374200132617,False
316,2226.757796357053,2226.757796357053,1085.1319155104015,103.09567329131954,False
317,2222.607188595964,2222.607188595964,1085.1319155104015,102.58019492486295,False
318,2222.607188595964,2272.61246363886,1085.1319155104015,102.06729395023864,False
319,2222.607188595964,2276.141320806883,1085.1319155104015,101.55695748048744,False
320,2109.619658124241,2109.619658124241,1085.1319155104015,101.049172693085,False
321,2109.619658124241,2265.0568911922037,1085.1319155104015,100.54392682961958,False
322,2178.449927503676,2178.449927503676,1085.1319155104015,100.04120719547149,False
323,2145.3736949604627,2145.3736949604627,1085.1319155104015,99.54100115949413,False
324,2109.945934351565,2109.945934351565,1085.1319155104015,99.04329615369666,False
325,2151.1854217118453,2151.1854217118453,1085.1319155104015,98.54807967292818,False
326,2131.5661679946866,2131.5661679946866,1085.1319155104015,98.05533927456354,False
327,2103.857138403186,2103.857138403186,1085.1319155104015,97.56506257819072,False
328,2121.860908163321,2121.860908163321,1085.1319155104015,97.07723726529977,False
329,1953.503444117491,1953.503444117491,1085.1319155104015,96.59185107897328,True
330,2075.98738074721,2075.98738074721,1085.1319155104015,96.10889182357842,True
331,2075.98738074721,2101.490491945028,1085.1319155104015,95.62834736446052,False
332,2188.321333953891,2188.321333953891,1085.1319155104015,95.15020562763821,True
333,2070.5373074167896,2070.5373074167896,1085.1319155104015,94.67445459950002,True
334,2070.5373074167896,2270.6683734366206,1085.1319155104015,94.20108232650253,True
335,2019.4761791830044,2019.4761791830044,1085.1319155104015,93.73007691487001,True
336,2092.6616526839193,2092.6616526839193,1085.1319155104015,93.26142653029567,True
337,2092.6616526839193,2136.262589072717,1085.1319155104015,92.79511939764419,True
338,2074.177958406207,2074.177958406207,1085.1319155104015,92.33114380065597,True
339,2037.89610452736,2037.89610452736,1085.1319155104015,91.86948808165269,True
340,2037.89610452736,2154.862388193008,1085.1319155104015,91.41014064124442,False
341,2028.2738454719076,2028.2738454719076,1085.1319155104015,90.9530899380382,True
342,2028.2738454719076,2107.5930368684135,1085.1319155104015,90.49832448834802,True
343,2031.7931370570166,2031.7931370570166,1085.1319155104015,90.04583286590628,True
344,2010.4334168146459,2010.4334168146459,1085.1319155104015,89.59560370157675,True
345,1984.1845083888416,1984.1845083888416,1085.1319155104015,89.14762568306887,True
346,2046.5922276468254,2046.5922276468254,1085.1319155104015,88.70188755465352,True
347,2056.365053655463,2056.365053655463,1085.1319155104015,88.25837811688025,True
348,2056.365053655463,2279.8221711321826,1085.1319155104015,87.81708622629586,False
349,2028.885896305372,2028.885896305372,1085.1319155104015,87.37800079516438,True
350,2028.885896305372,2084.130938671825,1085.1319155104015,86.94111079118856,True
351,2028.885896305372,2090.7537435500935,1085.1319155104015,86.50640523723263,True
352,2101.847461052636,2101.847461052636,1085.1319155104015,86.07387321104646,True
353,2101.847461052636,2101.847461052636,1085.1319155104015,85.64350384499123,True
354,2066.666094397745,2066.666094397745,1085.1319155104015,85.21528632576627,True
355,2066.666094397745,2196.4290937706437,1085.1319155104015,84.78920989413744,True
356,2066.666094397745,2265.420533010889,1085.1319155104015,84.36526384466676,False
357,2066.1892616201953,2066.1892616201953,1085.1319155104015,83.94343752544343,True
358,2085.275454956369,2085.275454956369,1085.1319155104015,83.52372033781621,True
359,2092.8073800389575,2092.8073800389575,1085.1319155104015,83.10610173612713,True
360,2092.8073800389575,2162.55910081973,1085.1319155104015,82.6905712274465,True
361,2092.8073800389575,2238.305974742745,1085.1319155104015,82.27711837130927,True
362,2099.609944359632,2099.609944359632,1085.1319155104015,81.86573277945273,True
363,2096.812030585406,2096.812030585406,1085.1319155104015,81.45640411555546,True
364,2114.7738898461585,2114.7738898461585,1085.1319155104015,81.04912209497768,True
365,2036.8865450788285,2036.8865450788285,1085.1319155104015,80.64387648450278,True
366,2036.8865450788285,2094.9134548089023,1085.1319155104015,80.24065710208026,True
