iteration,current_cost,candidate_cost,best_cost,temperature,selected_operator,random_weight,worst_position_weight,zone_based_weight,feasible
25,1107.82354527347,1107.82354527347,1085.1319155104015,27.738957312183373,zone_based,0.33442567794672096,0.33780371509769774,0.3277706069555812,True
26,1099.663996270323,1099.663996270323,1085.1319155104015,26.352009446574204,zone_based,0.3355254316906638,0.3389145774653168,0.3255599908440194,True
27,1085.1319155104015,1085.1319155104015,1085.1319155104015,25.034408974245494,zone_based,0.33662133608159006,0.34002155159756553,0.3233571123208444,True
28,1085.1319155104015,1085.1319155104015,1085.1319155104015,23.782688525533217,zone_based,0.33771335623824383,0.34112460226085217,0.32116204150090394,True
29,1085.1319155104015,1085.1319155104015,1085.1319155104015,22.593554099256554,worst_position,0.33886932286806154,0.3388693228680614,0.32226135426387703,True
30,1085.1319155104015,1085.1319155104015,1085.1319155104015,22.48058632876027,worst_position,0.3400215515975657,0.33662133608158984,0.3233571123208444,True
31,1085.1319155104015,1126.2279552469367,1085.1319155104015,22.36818339711647,random,0.3377698262857553,0.3377698262857551,0.3244603474284896,True
32,1085.1319155104015,1126.2279552469367,1085.1319155104015,22.25634248013089,worst_position,0.338914577465317,0.33552543169066357,0.3255599908440194,True
33,1085.1319155104015,1085.1319155104015,1085.1319155104015,22.145060767730236,random,0.33666644334459267,0.3366664433445924,0.3266671133108149,True
34,1085.1319155104015,1085.1319155104015,1085.1319155104015,22.034335463891583,worst_position,0.337803715097698,0.3344256779467208,0.32777060695558125,True
35,1085.1319155104015,1085.1319155104015,1085.1319155104015,21.924163786572127,worst_position,0.3389372081538803,0.3321923577116178,0.32887043413450184,True
36,1085.1319155104015,1085.1319155104015,1085.1319155104015,21.814542967639266,worst_position,0.340066884354815,0.3299665578225924,0.3299665578225926,True
37,1085.1319155104015,1085.1319155104015,1085.1319155104015,21.70547025280107,zone_based,0.34119270618294867,0.3310589416166086,0.32774835220044274,True
38,1085.1319155104015,1085.1319155104015,1085.1319155104015,21.596942901537066,worst_position,0.34232600703872945,0.32883699648063514,0.32883699648063536,True
39,1085.1319155104015,1085.1319155104015,1085.1319155104015,21.48895818702938,random,0.340066884354815,0.3299665578225924,0.3299665578225926,True
40,1085.1319155104015,1107.82354527347,1085.1319155104015,21.38151339609423,random,0.3378150124991556,0.3310924937504221,0.3310924937504223,True
41,1085.1319155104015,1099.663996270323,1085.1319155104015,21.27460582911376,random,0.33557046979865784,0.332214765100671,0.3322147651006712,True
42,1085.1319155104015,1085.1319155104015,1085.1319155104015,21.16823279996819,worst_position,0.336689000370358,0.3299888892629876,0.3333221103666544,True
43,1085.1319155104015,1085.1319155104015,1085.1319155104015,21.06239163596835,zone_based,0.3378150124991556,0.3310924937504221,0.3310924937504223,True
44,1085.1319155104015,1085.1319155104015,1085.1319155104015,20.957079677788506,zone_based,0.33893720815388034,0.33219235771161787,0.3288704341345019,True
45,1085.1319155104015,1085.1319155104015,1085.1319155104015,20.852294279399565,zone_based,0.3400555503185113,0.3332884448671727,0.3266560048143161,True
46,1085.1319155104015,1085.1319155104015,1085.1319155104015,20.748032808002566,random,0.337803715097698,0.3344256779467208,0.32777060695558125,True
47,1085.1319155104015,1085.1319155104015,1085.1319155104015,20.644292643962554,random,0.33555920942250267,0.33555920942250245,0.3288815811549949,True
48,1085.1319155104015,1085.1319155104015,1085.1319155104015,20.54107118074274,random,0.3333221103666544,0.3366890003703577,0.32998888926298786,True
49,1085.1319155104015,1085.1319155104015,1085.1319155104015,20.43836582483903,worst_position,0.3344481605351171,0.33444816053511683,0.331103678929766,True
50,1085.1319155104015,1085.1319155104015,1085.1319155104015,20.336173995714834,zone_based,0.33555920942250267,0.3355592094225024,0.3288815811549949,True
51,1085.1319155104015,1085.1319155104015,1085.1319155104015,20.23449312573626,worst_position,0.336689000370358,0.3333221103666541,0.32998888926298786,True
52,1085.1319155104015,1085.1319155104015,1085.1319155104015,20.13332066010758,random,0.3344481605351171,0.33444816053511683,0.331103678929766,True
53,1085.1319155104015,1085.1319155104015,1085.1319155104015,20.03265405680704,zone_based,0.33555920942250267,0.3355592094225024,0.3288815811549949,True
54,1085.1319155104015,1085.1319155104015,1085.1319155104015,19.932490786523005,zone_based,0.33666644334459267,0.3366664433445924,0.32666711331081494,True
55,1085.1319155104015,1085.1319155104015,1085.1319155104015,19.83282833259039,random,0.334425677946721,0.3378037150976977,0.32777060695558125,True
56,1085.1319155104015,1126.2279552469367,1085.1319155104015,19.733664190927435,zone_based,0.33552543169066384,0.3389145774653167,0.32555999084401943,True
57,1085.1319155104015,1085.1319155104015,1085.1319155104015,19.634995869972798,random,0.3332884448671729,0.340055550318511,0.32665600481431617,True
58,1085.1319155104015,1085.1319155104015,1085.1319155104015,19.536820890622934,zone_based,0.33438071956657844,0.34117000261869007,0.3244492778147315,True
59,1085.1319155104015,1085.1319155104015,1085.1319155104015,19.43913678616982,random,0.33214754973774846,0.3423146367642842,0.3255378134979673,True
60,1085.1319155104015,1085.1319155104015,1085.1319155104015,19.34194110223897,random,0.3299219017530921,0.3434554155113468,0.32662268273556117,True
61,1085.1319155104015,1085.1319155104015,1085.1319155104015,19.245231396727775,worst_position,0.33105894161660887,0.34119270618294834,0.32774835220044274,True
62,1085.1319155104015,1085.1319155104015,1085.1319155104015,19.149005239744135,worst_position,0.3321923577116181,0.33893720815388007,0.3288704341345019,True
63,1085.1319155104015,1085.1319155104015,1085.1319155104015,19.053260213545414,random,0.3299665578225926,0.34006688435481475,0.3299665578225926,True
64,1085.1319155104015,1085.1319155104015,1085.1319155104015,18.957993912477686,random,0.3277483522004428,0.3411927061829484,0.33105894161660887,True
65,1085.1319155104015,1126.2279552469367,1085.1319155104015,18.8632039429153,worst_position,0.32887043413450184,0.33893720815388,0.33219235771161804,True
66,1085.1319155104015,1085.1319155104015,1085.1319155104015,18.768887923200722,zone_based,0.3299665578225926,0.34006688435481475,0.3299665578225926,True
67,1085.1319155104015,1085.1319155104015,1085.1319155104015,18.67504348358472,random,0.3277483522004428,0.3411927061829484,0.33105894161660887,True
68,1085.1319155104015,1085.1319155104015,1085.1319155104015,18.581668266166794,random,0.32553781349796734,0.34231463676428425,0.33214754973774846,True
69,1085.1319155104015,1085.1319155104015,1085.1319155104015,18.48875992483596,random,0.3233350130948901,0.34343263987095846,0.33323234703415133,True
70,1085.1319155104015,1085.1319155104015,1085.1319155104015,18.39631612521178,random,0.32114002109319584,0.3445466799236075,0.3343132989831966,True
71,1085.1319155104015,1149.6583374622076,1085.1319155104015,18.30433454458572,worst_position,0.3222503238851853,0.34228052932418285,0.3354691467906318,True
72,1085.1319155104015,1085.1319155104015,1085.1319155104015,18.21281287186279,worst_position,0.3233571123208445,0.3400215515975655,0.33662133608159,True
73,1085.1319155104015,1085.1319155104015,1085.1319155104015,18.121748807503476,zone_based,0.32444927781473154,0.3411700026186901,0.3343807195665784,True
74,1085.1319155104015,1085.1319155104015,1085.1319155104015,18.03114006346596,zone_based,0.32553781349796734,0.34231463676428425,0.3321475497377484,True
75,1085.1319155104015,1085.1319155104015,1085.1319155104015,17.94098436314863,zone_based,0.3266226827355612,0.3434554155113468,0.329921901753092,True
76,1085.1319155104015,1085.1319155104015,1085.1319155104015,17.851279441332885,worst_position,0.32774835220044285,0.3411927061829484,0.3310589416166088,True
77,1085.1319155104015,1085.1319155104015,1085.1319155104015,17.76202304412622,worst_position,0.3288704341345019,0.33893720815388,0.332192357711618,True
78,1085.1319155104015,1085.1319155104015,1085.1319155104015,17.67321292890559,worst_position,0.3299888892629879,0.33668900037035776,0.3333221103666543,True
79,1085.1319155104015,1107.82354527347,1085.1319155104015,17.58484686426106,random,0.3277706069555813,0.33780371509769774,0.3344256779467209,True
80,1085.1319155104015,1085.1319155104015,1085.1319155104015,17.496922629939753,worst_position,0.32888158115499494,0.3355592094225025,0.3355592094225026,True
81,1085.1319155104015,1085.1319155104015,1085.1319155104015,17.409438016790055,worst_position,0.3299888892629879,0.3333221103666542,0.33668900037035787,True
82,1085.1319155104015,1126.1475000129349,1085.1319155104015,17.322390826706105,zone_based,0.33110367892976605,0.33444816053511695,0.334448160535117,True
83,1085.1319155104015,1085.1319155104015,1085.1319155104015,17.235778872572574,random,0.32888158115499494,0.3355592094225025,0.33555920942250256,True
84,1085.1319155104015,1085.1319155104015,1085.1319155104015,17.14959997820971,zone_based,0.3299888892629879,0.33668900037035776,0.33332211036665427,True
85,1085.1319155104015,1099.663996270323,1085.1319155104015,17.063851978318663,zone_based,0.33109249375042243,0.33781501249915535,0.3310924937504222,True
86,1085.1319155104015,1085.1319155104015,1085.1319155104015,16.97853271842707,zone_based,0.3321923577116182,0.3389372081538801,0.3288704341345018,True
87,1085.1319155104015,1085.1319155104015,1085.1319155104015,16.893640054834933,zone_based,0.333288444867173,0.3400555503185111,0.326656004814316,True
88,1085.1319155104015,1126.2279552469367,1085.1319155104015,16.80917185456076,worst_position,0.3344256779467211,0.3378037150976978,0.32777060695558113,True
89,1085.1319155104015,1085.1319155104015,1085.1319155104015,16.725125995287954,random,0.33219235771161815,0.33893720815388007,0.32887043413450173,True
90,1085.1319155104015,1085.1319155104015,1085.1319155104015,16.641500365311515,worst_position,0.3333221103666545,0.33668900037035776,0.3299888892629877,True
91,1085.1319155104015,1085.1319155104015,1085.1319155104015,16.558292863484958,random,0.33109249375042243,0.33781501249915535,0.3310924937504222,True
92,1085.1319155104015,1099.663996270323,1085.1319155104015,16.475501399167534,random,0.328870434134502,0.3389372081538801,0.332192357711618,True
93,1085.1319155104015,1085.1319155104015,1085.1319155104015,16.393123892171698,random,0.3266560048143162,0.3400555503185111,0.3332884448671728,True
94,1085.1319155104015,1085.1319155104015,1085.1319155104015,16.311158272710838,random,0.32444927781473154,0.3411700026186902,0.33438071956657833,True
95,1085.1319155104015,1085.1319155104015,1085.1319155104015,16.229602481347282,random,0.3222503238851853,0.3422805293241829,0.3354691467906317,True
96,1085.1319155104015,1085.1319155104015,1085.1319155104015,16.148454468940546,random,0.32005921249522373,0.3433870953511319,0.33655369215364445,True
97,1085.1319155104015,1085.1319155104015,1085.1319155104015,16.067712196595842,random,0.3178760118304472,0.34448966626410416,0.33763432190544856,True
98,1085.1319155104015,1085.1319155104015,1085.1319155104015,15.987373635612864,worst_position,0.3189748472170918,0.34222369486578297,0.3388014579171252,True
99,1085.1319155104015,1085.1319155104015,1085.1319155104015,15.907436767434799,worst_position,0.3200702032929654,0.33996489835351723,0.3399648983535173,True
100,1085.1319155104015,1085.1319155104015,1085.1319155104015,15.827899583597626,random,0.3178869627078165,0.3410565186460917,0.34105651864609177,True
101,1085.1319155104015,1085.1319155104015,1085.1319155104015,15.748760085679638,zone_based,0.3189748472170918,0.34222369486578297,0.3388014579171252,True
102,1085.1319155104015,1085.1319155104015,1085.1319155104015,15.67001628525124,zone_based,0.32005921249522373,0.34338709535113193,0.33655369215364445,True
103,1085.1319155104015,1085.1319155104015,1085.1319155104015,15.591666203824984,random,0.3178760118304472,0.3444896662641042,0.33763432190544856,True
104,1085.1319155104015,1085.1319155104015,1085.1319155104015,15.513707872805858,random,0.31570078878886204,0.3455882082779344,0.3387110029332035,True
105,1085.1319155104015,1085.1319155104015,1085.1319155104015,15.436139333441828,worst_position,0.3167955970164948,0.34331879546909816,0.33988560751440716,True
106,1085.1319155104015,1085.1319155104015,1085.1319155104015,15.358958636774618,zone_based,0.3178760118304472,0.3444896662641042,0.3376343219054485,True
107,1085.1319155104015,1085.1319155104015,1085.1319155104015,15.282163843590745,zone_based,0.31895290631287443,0.3456567219935277,0.33539037169359787,True
108,1085.1319155104015,1126.1475000129349,1085.1319155104015,15.205753024372791,random,0.31677373628807237,0.34676273180462847,0.33646353190729916,True
109,1085.1319155104015,1085.1319155104015,1085.1319155104015,15.129724259250928,zone_based,0.31784316261894596,0.3479334008136914,0.3342234365673627,True
110,1085.1319155104015,1126.2279552469367,1085.1319155104015,15.054075637954673,zone_based,0.3189090313430243,0.34910017541703287,0.3319907932399428,True
111,1085.1319155104015,1085.1319155104015,1085.1319155104015,14.9788052597649,worst_position,0.32002624352053505,0.3468199226211141,0.3331538338583509,True
112,1085.1319155104015,1085.1319155104015,1085.1319155104015,14.903911233466076,random,0.31784316261894596,0.3479334008136914,0.33422343656736264,True
113,1085.1319155104015,1085.1319155104015,1085.1319155104015,14.829391677298744,worst_position,0.3189529063128745,0.34565672199352765,0.33539037169359787,True
114,1085.1319155104015,1085.1319155104015,1085.1319155104015,14.75524471891225,zone_based,0.32002624352053505,0.34681992262111405,0.33315383385835085,True
115,1085.1319155104015,1085.1319155104015,1085.1319155104015,14.681468495317688,worst_position,0.32114002109319595,0.3445466799236076,0.3343132989831965,True
116,1085.1319155104015,1126.1475000129349,1085.1319155104015,14.608061152841099,zone_based,0.32221723616531267,0.34570240905197364,0.3320803547827137,True
117,1085.1319155104015,1085.1319155104015,1085.1319155104015,14.535020847076893,worst_position,0.3233350130948902,0.34343263987095857,0.33323234703415117,True
118,1099.663996270323,1099.663996270323,1085.1319155104015,14.462345742841508,zone_based,0.3244160723870616,0.34458089487437976,0.3310030327385586,True
119,1099.663996270323,1099.663996270323,1085.1319155104015,14.3900340141273,worst_position,0.32553781349796745,0.34231463676428436,0.3321475497377483,True
120,1099.663996270323,1099.663996270323,1085.1319155104015,14.318083844056664,random,0.3233350130948902,0.34343263987095857,0.33323234703415117,True
121,1099.663996270323,1099.663996270323,1085.1319155104015,14.24649342483638,zone_based,0.3244160723870616,0.34458089487437976,0.3310030327385586,True
122,1099.663996270323,1099.663996270323,1085.1319155104015,14.175260957712199,worst_position,0.32553781349796745,0.34231463676428436,0.3321475497377483,True
123,1099.663996270323,1099.663996270323,1085.1319155104015,14.104384652923638,worst_position,0.3266560048143163,0.3400555503185111,0.33328844486717263,True
124,1099.663996270323,1099.663996270323,1085.1319155104015,14.03386272965902,zone_based,0.3277483522004429,0.34119270618294845,0.3310589416166086,True
125,1099.663996270323,1099.663996270323,1085.1319155104015,13.963693416010726,zone_based,0.3288369964806356,0.3423260070387293,0.3288369964806352,True
126,1099.663996270323,1099.663996270323,1085.1319155104015,13.893874948930671,worst_position,0.32996655782259277,0.3400668843548148,0.3299665578225924,True
127,1099.663996270323,1126.987615568678,1085.1319155104015,13.824405574186018,random,0.32774835220044296,0.34119270618294845,0.33105894161660865,True
128,1099.663996270323,1099.663996270323,1085.1319155104015,13.755283546315088,worst_position,0.328870434134502,0.33893720815388007,0.3321923577116178,True
129,1099.663996270323,1099.663996270323,1085.1319155104015,13.686507128583512,random,0.3266560048143163,0.3400555503185111,0.3332884448671727,True
130,1099.663996270323,1099.663996270323,1085.1319155104015,13.618074592940594,random,0.3244492778147316,0.3411700026186902,0.3343807195665782,True
131,1099.663996270323,1099.663996270323,1085.1319155104015,13.549984219975892,zone_based,0.3255378134979674,0.3423146367642843,0.33214754973774824,True
132,1099.663996270323,1099.663996270323,1085.1319155104015,13.482234298876012,zone_based,0.32662268273556133,0.3434554155113469,0.3299219017530919,True
133,1099.663996270323,1099.663996270323,1085.1319155104015,13.414823127381633,random,0.32441607238706166,0.34458089487437976,0.33100303273855863,True
134,1099.663996270323,1099.663996270323,1085.1319155104015,13.347749011744725,zone_based,0.32549346562966164,0.345725255956539,0.32878127841379934,True
135,1099.663996270323,1198.8809555242174,1085.1319155104015,13.281010266686001,random,0.32329082147223764,0.34685424385554803,0.3298549346722144,True
136,1107.82354527347,1107.82354527347,1085.1319155104015,13.214605215352572,zone_based,0.3243607413838316,0.348002146107248,0.32763711250892047,True
137,1107.82354527347,1107.82354527347,1085.1319155104015,13.148532189275809,worst_position,0.32549346562966164,0.345725255956539,0.32878127841379934,True
138,1107.82354527347,1107.82354527347,1085.1319155104015,13.08278952832943,zone_based,0.3265671573043264,0.3468656853913475,0.3265671573043261,True
139,1107.82354527347,1107.82354527347,1085.1319155104015,13.017375580687784,worst_position,0.3277038495079761,0.3445923009840482,0.3277038495079758,True
140,1107.82354527347,1107.82354527347,1085.1319155104015,12.952288702784344,worst_position,0.3288369964806355,0.34232600703872923,0.32883699648063525,True
141,1107.82354527347,1126.987615568678,1085.1319155104015,12.887527259270422,zone_based,0.32992190175309216,0.3434554155113468,0.32662268273556094,True
142,1107.82354527347,1126.2279552469367,1085.1319155104015,12.82308962297407,worst_position,0.331058941616609,0.3411927061829484,0.32774835220044257,True
143,1107.82354527347,1107.82354527347,1085.1319155104015,12.7589741748592,random,0.3288369964806356,0.34232600703872923,0.32883699648063525,True
144,1107.82354527347,1107.82354527347,1085.1319155104015,12.695179303984903,worst_position,0.32996655782259277,0.34006688435481475,0.32996655782259243,True
145,1107.82354527347,1107.82354527347,1085.1319155104015,12.631703407464977,zone_based,0.33105894161660904,0.3411927061829484,0.3277483522004426,True
146,1107.82354527347,1132.6968576779734,1085.1319155104015,12.568544890427653,random,0.3288369964806356,0.3423260070387292,0.32883699648063525,True
147,1107.82354527347,1126.987615568678,1085.1319155104015,12.505702165975514,zone_based,0.3299219017530922,0.34345541551134673,0.32662268273556094,True
148,1107.82354527347,1107.82354527347,1085.1319155104015,12.443173655145635,zone_based,0.331003032738559,0.3445808948743797,0.3244160723870613,True
149,1107.82354527347,1107.82354527347,1085.1319155104015,12.380957786869907,random,0.3287812784137997,0.34572525595653897,0.3254934656296613,True
150,1107.82354527347,1107.82354527347,1085.1319155104015,12.319052997935557,random,0.3265671573043265,0.34686568539134743,0.32656715730432606,True
151,1107.82354527347,1107.82354527347,1085.1319155104015,12.257457732945879,zone_based,0.32763711250892086,0.3480021461072479,0.3243607413838312,True
152,1107.82354527347,1107.82354527347,1085.1319155104015,12.19617044428115,random,0.3254269608817903,0.34914607823641985,0.32542696088178985,True
153,1107.82354527347,1159.4917163441987,1085.1319155104015,12.135189592059744,worst_position,0.3265671573043265,0.34686568539134743,0.32656715730432606,True
154,1107.82354527347,1107.82354527347,1085.1319155104015,12.074513644099445,worst_position,0.3277038495079762,0.34459230098404814,0.32770384950797576,True
155,1107.82354527347,1107.82354527347,1085.1319155104015,12.014141075878948,random,0.32549346562966175,0.34572525595653897,0.3287812784137993,True
156,1107.82354527347,1107.82354527347,1085.1319155104015,11.954070370499553,zone_based,0.3265671573043265,0.34686568539134743,0.32656715730432606,True
157,1107.82354527347,1107.82354527347,1085.1319155104015,11.894300018647055,zone_based,0.32763711250892086,0.3480021461072479,0.3243607413838312,True
158,1107.82354527347,1132.6968576779734,1085.1319155104015,11.83482851855382,worst_position,0.3287812784137997,0.34572525595653897,0.3254934656296613,True
159,1107.82354527347,1159.4917163441987,1085.1319155104015,11.775654375961052,random,0.3265671573043265,0.34686568539134743,0.32656715730432606,True
160,1107.82354527347,1107.82354527347,1085.1319155104015,11.716776104081246,worst_position,0.3277038495079762,0.34459230098404814,0.32770384950797576,True
161,1107.82354527347,1107.82354527347,1085.1319155104015,11.65819222356084,worst_position,0.32883699648063563,0.3423260070387292,0.3288369964806352,True
162,1107.82354527347,1107.82354527347,1085.1319155104015,11.599901262443037,worst_position,0.3299665578225929,0.34006688435481475,0.32996655782259243,True
163,1107.82354527347,1107.82354527347,1085.1319155104015,11.541901756130821,zone_based,0.3310589416166091,0.34119270618294834,0.3277483522004425,True
164,1107.82354527347,1107.82354527347,1085.1319155104015,11.484192247350167,random,0.3288369964806357,0.3423260070387292,0.3288369964806352,True
165,1107.82354527347,1107.82354527347,1085.1319155104015,11.426771286113416,worst_position,0.3299665578225929,0.3400668843548147,0.3299665578225924,True
166,1107.82354527347,1107.82354527347,1085.1319155104015,11.369637429682848,random,0.32774835220044307,0.34119270618294834,0.33105894161660865,True
167,1107.82354527347,1107.82354527347,1085.1319155104015,11.312789242534434,random,0.3255378134979676,0.3423146367642842,0.33214754973774824,True
168,1107.82354527347,1132.6968576779734,1085.1319155104015,11.256225296321762,worst_position,0.32665600481431645,0.3400555503185109,0.33328844486717263,True
169,1107.82354527347,1107.82354527347,1085.1319155104015,11.199944169840153,random,0.32444927781473176,0.34117000261869,0.33438071956657817,True
170,1107.82354527347,1107.82354527347,1085.1319155104015,11.143944448990952,zone_based,0.3255378134979676,0.3423146367642842,0.33214754973774824,True
171,1107.82354527347,1194.748585950111,1085.1319155104015,11.088224726745997,random,0.3233350130948904,0.3434326398709584,0.3332323470341511,True
172,1107.82354527347,1132.6968576779734,1085.1319155104015,11.032783603112266,worst_position,0.3244492778147318,0.34117000261869,0.33438071956657817,True
173,1107.82354527347,1107.82354527347,1085.1319155104015,10.977619685096705,zone_based,0.3255378134979676,0.34231463676428414,0.3321475497377482,True
174,1107.82354527347,1107.82354527347,1085.1319155104015,10.922731586671222,worst_position,0.32665600481431645,0.34005555031851087,0.3332884448671726,True
175,1107.82354527347,1107.82354527347,1085.1319155104015,10.868117928737867,zone_based,0.3277483522004431,0.3411927061829483,0.3310589416166086,True
176,1107.82354527347,1107.82354527347,1085.1319155104015,10.813777339094177,zone_based,0.32883699648063575,0.34232600703872906,0.32883699648063514,True
177,1099.663996270323,1099.663996270323,1085.1319155104015,10.759708452398705,random,0.3266226827355615,0.3434554155113467,0.32992190175309183,True
178,1099.663996270323,1099.663996270323,1085.1319155104015,10.705909910136711,worst_position,0.3277483522004431,0.3411927061829483,0.33105894161660865,True
179,1099.663996270323,1126.2279552469367,1085.1319155104015,10.652380360586028,zone_based,0.32883699648063575,0.34232600703872906,0.3288369964806352,True
180,1099.663996270323,1099.663996270323,1085.1319155104015,10.599118458783098,worst_position,0.329966557822593,0.34006688435481464,0.32996655782259243,True
181,1099.663996270323,1126.2279552469367,1085.1319155104015,10.546122866489181,random,0.3277483522004431,0.3411927061829482,0.33105894161660865,True
182,1099.663996270323,1099.663996270323,1085.1319155104015,10.493392252156735,zone_based,0.32883699648063575,0.342326007038729,0.3288369964806352,True
183,1099.663996270323,1099.663996270323,1085.1319155104015,10.440925290895951,zone_based,0.32992190175309244,0.3434554155113466,0.32662268273556094,True
184,1099.663996270323,1099.663996270323,1085.1319155104015,10.388720664441472,random,0.3277038495079763,0.3445923009840479,0.32770384950797576,True
185,1099.663996270323,1099.663996270323,1085.1319155104015,10.336777061119264,worst_position,0.3288369964806358,0.342326007038729,0.3288369964806352,True
186,1099.663996270323,1099.663996270323,1085.1319155104015,10.285093175813667,random,0.3266226827355615,0.34345541551134656,0.32992190175309183,True
187,1099.663996270323,1099.663996270323,1085.1319155104015,10.233667709934599,worst_position,0.3277483522004431,0.34119270618294817,0.33105894161660865,True
188,1099.663996270323,1126.987615568678,1085.1319155104015,10.182499371384926,random,0.3255378134979677,0.34231463676428403,0.33214754973774824,True
189,1099.663996270323,1099.663996270323,1085.1319155104015,10.131586874528002,worst_position,0.3266560048143165,0.34005555031851076,0.33328844486717263,True
190,1099.663996270323,1099.663996270323,1085.1319155104015,10.080928940155362,zone_based,0.3277483522004432,0.34119270618294817,0.33105894161660865,True
191,1099.663996270323,1099.663996270323,1085.1319155104015,10.030524295454585,worst_position,0.3288704341345023,0.33893720815387984,0.33219235771161787,True
192,1099.663996270323,1099.663996270323,1085.1319155104015,9.980371673977311,zone_based,0.32996655782259304,0.3400668843548146,0.32996655782259243,True
193,1099.663996270323,1126.987615568678,1085.1319155104015,9.930469815607424,zone_based,0.33105894161660926,0.34119270618294817,0.3277483522004425,True
194,1085.1319155104015,1085.1319155104015,1085.1319155104015,9.880817466529386,random,0.32883699648063586,0.342326007038729,0.3288369964806352,True
195,1085.1319155104015,1085.1319155104015,1085.1319155104015,9.83141337919674,zone_based,0.3299219017530925,0.34345541551134656,0.3266226827355609,True
196,1085.1319155104015,1085.1319155104015,1085.1319155104015,9.782256312300756,random,0.3277038495079764,0.34459230098404786,0.3277038495079757,True
197,1085.1319155104015,1085.1319155104015,1085.1319155104015,9.733345030739253,random,0.3254934656296619,0.34572525595653875,0.3287812784137993,True
198,1085.1319155104015,1085.1319155104015,1085.1319155104015,9.684678305585557,zone_based,0.32656715730432667,0.3468656853913472,0.32656715730432606,True
199,1085.1319155104015,1085.1319155104015,1085.1319155104015,9.636254914057629,worst_position,0.3277038495079764,0.3445923009840479,0.32770384950797576,True
200,1085.1319155104015,1085.1319155104015,1085.1319155104015,9.588073639487341,random,0.3254934656296619,0.3457252559565388,0.32878127841379934,True
201,1085.1319155104015,1085.1319155104015,1085.1319155104015,9.540133271289903,worst_position,0.3266226827355615,0.34345541551134656,0.3299219017530919,True
